,additional_info,address,latitude,longitude,name,phone_number,type,url
0,New Construction,Brooklyn,40.719941,-73.946381,146 BAYARD STREET,,Affordable Housing,
1,New Construction,Brooklyn,40.658634,-73.951509,335 FENIMORE STREET APARTMENTS,,Affordable Housing,
2,Preservation,Bronx,40.899871000000005,-73.857923,DOE. 555 NEREID AVE. MULLER,,Affordable Housing,
3,New Construction,Brooklyn,40.712838,-73.952721,56 AINSLIE STREET,,Affordable Housing,
4,New Construction,Brooklyn,,,CONFIDENTIAL,,Affordable Housing,
5,New Construction,Queens,,,CONFIDENTIAL,,Affordable Housing,
6,Preservation,Manhattan,40.801832,-73.964679,105TH STREET & AMSTERDAM AVENUE PROJECT,,Affordable Housing,
7,Preservation,Manhattan,40.798698,-73.963654,105TH STREET & AMSTERDAM AVENUE PROJECT,,Affordable Housing,
8,Preservation,Bronx,40.885365,-73.91334499999999,HP HENRY HUDSON HDFC.HPO.FY19 (3420 HENRY HUDSON PKWY),,Affordable Housing,
9,New Construction,Brooklyn,40.656971,-73.952375,225 WINTHROP STREET APARTMENTS,,Affordable Housing,
10,New Construction,Brooklyn,40.656973,-73.95232800000001,227 WINTHROP STREET APARTMENTS,,Affordable Housing,
11,New Construction,Bronx,,,CONFIDENTIAL,,Affordable Housing,
12,New Construction,Brooklyn,40.687196,-73.981921,ICL. 50 NEVINS STREET,,Affordable Housing,
13,New Construction,Bronx,40.827907,-73.90876899999999,BRONX PRO.1080 WASHINGTON AVE,,Affordable Housing,
14,New Construction,Bronx,40.838715,-73.91879399999999,1325 JEROME AVENUE,,Affordable Housing,
15,New Construction,Brooklyn,40.675911,-73.932328,1672 DEAN STREET APARTMENTS,,Affordable Housing,
16,New Construction,Brooklyn,40.661606,-73.939886,543 ALBANY AVENUE APARTMENTS,,Affordable Housing,
17,New Construction,Brooklyn,40.677125,-73.957336,912 BERGEN STREET APARTMENTS,,Affordable Housing,
18,New Construction,Brooklyn,40.712525,-73.951787,80 AINSLIE STREET APARTMENTS,,Affordable Housing,
19,New Construction,Brooklyn,40.688767,-73.91928,961 MADISON STREET APARTMENTS,,Affordable Housing,
20,New Construction,Bronx,40.809981,-73.916514,532 EAST 142ND STREET APARTMENTS,,Affordable Housing,
21,New Construction,Brooklyn,40.707596,-73.953194,396 SOUTH 5TH STREET APARTMENTS,,Affordable Housing,
22,New Construction,Brooklyn,40.712990999999995,-73.95214,AINSLIE TOWER,,Affordable Housing,
23,New Construction,Brooklyn,40.693191,-73.941989,238 PULASKI STREET APARTMENTS,,Affordable Housing,
24,New Construction,Brooklyn,40.659478,-73.949209,346 RUTLAND ROAD APARTMENTS,,Affordable Housing,
25,New Construction,Brooklyn,40.685511,-73.915029,1595 BROADWAY APARTMENTS,,Affordable Housing,
26,New Construction,Bronx,40.808126,-73.913135,333 CYPRESS AVENUE APARTMENTS,,Affordable Housing,
27,Preservation,Brooklyn,,,CONFIDENTIAL,,Affordable Housing,
28,New Construction,Brooklyn,40.700431,-73.929299,104 CENTRAL AVENUE APARTMENTS,,Affordable Housing,
29,New Construction,Brooklyn,40.650636,-73.95354,2527 CHURCH AVENUE APARTMENTS,,Affordable Housing,
30,New Construction,Brooklyn,40.632687,-73.94470799999999,1643 NEW YORK AVENUE APARTMENTS,,Affordable Housing,
31,New Construction,Brooklyn,40.632687,-73.94470799999999,1645 NEW YORK AVENUE APARTMENTS,,Affordable Housing,
32,New Construction,Brooklyn,40.652431,-73.953611,146 LINDEN BOULEVARD APARTMENTS,,Affordable Housing,
33,New Construction,Staten Island,,,CONFIDENTIAL,,Affordable Housing,
34,New Construction,Bronx,,,CONFIDENTIAL,,Affordable Housing,
35,New Construction,Brooklyn,40.672317,-73.910803,1543 EAST NEW YORK AVENUE,,Affordable Housing,
36,New Construction,Brooklyn,40.672317,-73.910803,1547 EAST NEW YORK AVENUE,,Affordable Housing,
37,Preservation,Manhattan,40.727153,-73.991518,COOPER SQUARE SENIOR HDFC.HUDMF.FY19,,Affordable Housing,
38,New Construction,Bronx,40.842597,-73.893045,712 EAST 175 STREET APARTMENTS,,Affordable Housing,
39,New Construction,Staten Island,,,CONFIDENTIAL,,Affordable Housing,
40,Preservation,Queens,,,CONFIDENTIAL,,Affordable Housing,
41,New Construction,Queens,,,CONFIDENTIAL,,Affordable Housing,
42,New Construction,Brooklyn,40.662499,-73.935567,ENSEMBLE,,Affordable Housing,
43,New Construction,Brooklyn,40.66447,-73.954608,195 SULLIVAN PLACE,,Affordable Housing,
44,New Construction,Bronx,40.823089,-73.90805300000001,915 EAGLE AVENUE APARTMENTS,,Affordable Housing,
45,New Construction,Brooklyn,40.668296999999995,-73.954613,BEDFORD UNION ARMORY,,Affordable Housing,
46,New Construction,Brooklyn,40.668277,-73.954267,BEDFORD UNION ARMORY,,Affordable Housing,
47,New Construction,Brooklyn,,,CONFIDENTIAL,,Affordable Housing,
48,New Construction,Brooklyn,40.701325,-73.929179,182 JEFFERSON STREET APARTMENTS,,Affordable Housing,
49,New Construction,Brooklyn,40.698948,-73.93256,81 JEFFERSON STREET APARTMENTS,,Affordable Housing,
50,New Construction,Brooklyn,40.698961,-73.93663199999999,34 BELVEDERE STREET APARTMENTS,,Affordable Housing,
51,New Construction,Queens,,,CONFIDENTIAL,,Affordable Housing,
52,New Construction,Queens,,,CONFIDENTIAL,,Affordable Housing,
53,New Construction,Brooklyn,40.725156,-73.94059,70 SUTTON STREET APARTMENTS,,Affordable Housing,
54,New Construction,Brooklyn,40.725206,-73.940601,72 SUTTON STREET APARTMENTS,,Affordable Housing,
55,Preservation,Manhattan,40.765212,-73.99139,464-68 W 51 ST HDFC.GHPP.FY19,,Affordable Housing,
56,Preservation,Manhattan,40.764833,-73.990224,464-68 W 51 ST HDFC.GHPP.FY19,,Affordable Housing,
57,New Construction,Queens,,,CONFIDENTIAL,,Affordable Housing,
58,New Construction,Brooklyn,40.680305,-73.948122,1328 FULTON STREET APARTMENTS,,Affordable Housing,
59,New Construction,Brooklyn,40.69536,-73.942697,VERNON AVENUE APARTMENTS,,Affordable Housing,
60,New Construction,Queens,40.762673,-73.917103,30-68 38TH STREET APARTMENTS,,Affordable Housing,
61,New Construction,Brooklyn,40.692524,-73.941416,875 DEKALB AVENUE APARTMENTS,,Affordable Housing,
62,New Construction,Queens,,,CONFIDENTIAL,,Affordable Housing,
63,New Construction,Brooklyn,40.696096999999995,-73.90736600000001,1424 HANCOCK STREET APARTMENTS,,Affordable Housing,
64,New Construction,Manhattan,40.809805,-73.947707,2121 7TH AVENUE APARTMENTS,,Affordable Housing,
65,Preservation,Manhattan,40.861702,-73.926969,21 ARDEN STREET,,Affordable Housing,
66,New Construction,Brooklyn,,,CONFIDENTIAL,,Affordable Housing,
67,New Construction,Queens,,,CONFIDENTIAL,,Affordable Housing,
68,New Construction,Brooklyn,40.69587,-73.926757,253 EVERGREEN AVENUE APARTMENTS,,Affordable Housing,
69,New Construction,Brooklyn,40.692509,-73.916772,143 WOODBINE STREET APARTMENTS,,Affordable Housing,
70,New Construction,Queens,40.739657,-73.894221,J&J TOWER/46-02 70 STREET,,Affordable Housing,
71,New Construction,Brooklyn,,,CONFIDENTIAL,,Affordable Housing,
72,New Construction,Manhattan,40.804265,-73.93539,MEC E. 125TH ST. PARCEL B WEST,,Affordable Housing,
73,New Construction,Manhattan,40.801083,-73.963173,WSFSSH. 145 WEST 108TH ST. VALLEY LODGE,,Affordable Housing,
74,Preservation,Manhattan,40.783556,-73.97715699999999,165 WEST 80TH STREET,,Affordable Housing,
75,New Construction,Brooklyn,40.679263,-73.906809,151 SOMERS STREET CONDOMINIUMS,,Affordable Housing,
76,Preservation,Manhattan,40.828165000000006,-73.949199,MANHANTANVILLE (PHASE II),,Affordable Housing,
77,Preservation,Bronx,40.874871999999996,-73.86706,3377 WHITE PLAINS ROAD LLC.YR15.FY19,,Affordable Housing,
78,New Construction,Manhattan,40.80227,-73.946199,CAMBER. 3-11 W118TH ST. VICTORY PLAZA,,Affordable Housing,
79,New Construction,Brooklyn,40.673790999999994,-73.908007,2178 BERGEN STREET,,Affordable Housing,
80,Preservation,Manhattan,40.823024,-73.93804899999999,ESPLANADE GARDENS INCORPORATED.PLP.FY19,,Affordable Housing,
81,Preservation,Manhattan,40.820534,-73.936144,ESPLANADE GARDENS INCORPORATED.PLP.FY19,,Affordable Housing,
82,Preservation,Manhattan,40.823871999999994,-73.937438,ESPLANADE GARDENS INCORPORATED.PLP.FY19,,Affordable Housing,
83,Preservation,Manhattan,40.821197999999995,-73.935663,ESPLANADE GARDENS INCORPORATED.PLP.FY19,,Affordable Housing,
84,Preservation,Manhattan,40.821922,-73.93571999999999,ESPLANADE GARDENS INCORPORATED.PLP.FY19,,Affordable Housing,
85,Preservation,Manhattan,40.822210999999996,-73.936399,ESPLANADE GARDENS INCORPORATED.PLP.FY19,,Affordable Housing,
86,New Construction,Queens,40.742166,-73.960033,HUNTERS POINT SOUTH PARCEL C -NORTH TOWER,,Affordable Housing,
87,New Construction,Brooklyn,40.664846000000004,-73.904371,VAN DYKE III,,Affordable Housing,
88,New Construction,Brooklyn,40.653312,-73.959413,CATON FLATS,,Affordable Housing,
89,New Construction,Queens,40.741411,-73.960647,HUNTERS POINT SOUTH PARCEL C -SOUTH TOWER,,Affordable Housing,
90,New Construction,Bronx,40.833251000000004,-73.890198,TYPE A. 1490 SOUTHERN BLVD. MWBE RFP SITE E,,Affordable Housing,
91,New Construction,Manhattan,40.833588,-73.94152,1980 AMSTERDAM AVENUE,,Affordable Housing,
92,Preservation,Bronx,40.84837,-73.910375,NCV HOPE LLC.PLP.FY19 (MOUNT HOPE RENAISSANCE),,Affordable Housing,
93,Preservation,Bronx,40.852458,-73.908078,NCV HOPE LLC.PLP.FY19 (MOUNT HOPE RENAISSANCE),,Affordable Housing,
94,Preservation,Bronx,40.852125,-73.907442,NCV HOPE LLC.PLP.FY19 (MOUNT HOPE RENAISSANCE),,Affordable Housing,
95,Preservation,Bronx,40.851223,-73.90826700000001,NCV HOPE LLC.PLP.FY19 (MOUNT HOPE RENAISSANCE),,Affordable Housing,
96,Preservation,Bronx,40.849227,-73.914664,NCV HOPE LLC.PLP.FY19 (MOUNT HOPE RENAISSANCE),,Affordable Housing,
97,Preservation,Bronx,40.851951,-73.906705,NCV HOPE LLC.PLP.FY19 (MOUNT HOPE RENAISSANCE),,Affordable Housing,
98,Preservation,Bronx,40.852143,-73.906531,NCV HOPE LLC.PLP.FY19 (MOUNT HOPE RENAISSANCE),,Affordable Housing,
99,Preservation,Bronx,40.843069,-73.905904,NCV HOPE LLC.PLP.FY19 (MOUNT HOPE RENAISSANCE),,Affordable Housing,
100,Preservation,Bronx,40.849651,-73.90927099999999,NCV HOPE LLC.PLP.FY19 (MOUNT HOPE RENAISSANCE),,Affordable Housing,
101,Preservation,Bronx,40.851689,-73.90809,NCV HOPE LLC.PLP.FY19 (MOUNT HOPE RENAISSANCE),,Affordable Housing,
102,Preservation,Bronx,40.851755,-73.908028,NCV HOPE LLC.PLP.FY19 (MOUNT HOPE RENAISSANCE),,Affordable Housing,
103,Preservation,Bronx,40.852399,-73.907445,NCV HOPE LLC.PLP.FY19 (MOUNT HOPE RENAISSANCE),,Affordable Housing,
104,Preservation,Bronx,40.849197,-73.908169,NCV HOPE LLC.PLP.FY19 (MOUNT HOPE RENAISSANCE),,Affordable Housing,
105,New Construction,Brooklyn,40.693907,-73.913763,WILSON AVENUE APARTMENTS,,Affordable Housing,
106,New Construction,Queens,40.702843,-73.801961,153-19 JAMAICA AVENUE,,Affordable Housing,
107,Preservation,Brooklyn,40.574821,-74.001044,FRIENDSET APTS HDFC.HUDMF.FY18,,Affordable Housing,
108,New Construction,Bronx,40.847915,-73.892263,FOXY.2016 ARTHUR AVENUE,,Affordable Housing,
109,Preservation,Bronx,40.84515,-73.89366700000001,WEST FARMS PRESERVATION HDFC.HPO.FY19,,Affordable Housing,
110,Preservation,Bronx,40.844854999999995,-73.892821,WEST FARMS PRESERVATION HDFC.HPO.FY19,,Affordable Housing,
111,Preservation,Bronx,40.844865999999996,-73.892839,WEST FARMS PRESERVATION HDFC.HPO.FY19,,Affordable Housing,
112,Preservation,Bronx,40.844883,-73.8928,WEST FARMS PRESERVATION HDFC.HPO.FY19,,Affordable Housing,
113,Preservation,Bronx,40.844981,-73.89271600000001,WEST FARMS PRESERVATION HDFC.HPO.FY19,,Affordable Housing,
114,Preservation,Bronx,40.845252,-73.88300100000001,WEST FARMS PRESERVATION HDFC.HPO.FY19,,Affordable Housing,
115,Preservation,Bronx,40.845191,-73.882878,WEST FARMS PRESERVATION HDFC.HPO.FY19,,Affordable Housing,
116,Preservation,Bronx,40.844998,-73.88389000000001,WEST FARMS PRESERVATION HDFC.HPO.FY19,,Affordable Housing,
117,Preservation,Bronx,40.845006,-73.88390799999999,WEST FARMS PRESERVATION HDFC.HPO.FY19,,Affordable Housing,
118,Preservation,Bronx,40.845162,-73.883753,WEST FARMS PRESERVATION HDFC.HPO.FY19,,Affordable Housing,
119,Preservation,Bronx,40.845310999999995,-73.884558,WEST FARMS PRESERVATION HDFC.HPO.FY19,,Affordable Housing,
120,New Construction,Brooklyn,40.702365,-73.942104,46 COOK STREET,,Affordable Housing,
121,New Construction,Bronx,40.851233,-73.914698,1817 UNIVERSITY AVENUE APARTMENTS,,Affordable Housing,
122,New Construction,Manhattan,40.759347,-73.95180699999999,RIVERWALK 8,,Affordable Housing,
123,Preservation,Brooklyn,40.649164,-73.967815,9 ARGYLE ROAD HDFC.GHPP.FY19,,Affordable Housing,
124,New Construction,Brooklyn,,,CONFIDENTIAL,,Affordable Housing,
125,New Construction,Bronx,40.822393,-73.912686,PARK AND ELTON APARTMENTS,,Affordable Housing,
126,New Construction,Bronx,40.823766,-73.917732,PARK AND ELTON APARTMENTS,,Affordable Housing,
127,Preservation,Manhattan,40.826895,-73.945612,AILEEN AVERY HDFC.HRP.FY19,,Affordable Housing,
128,New Construction,Queens,,,CONFIDENTIAL,,Affordable Housing,
129,New Construction,Brooklyn,40.708378,-73.94758399999999,64 SCHOLES STREET,,Affordable Housing,
130,New Construction,Queens,,,CONFIDENTIAL,,Affordable Housing,
131,New Construction,Bronx,40.858596999999996,-73.868018,683 THWAITES PLACE,,Affordable Housing,
132,Preservation,Brooklyn,40.704519,-73.942174,NEIGHBORHOOD WOMEN HDFC,,Affordable Housing,
133,Preservation,Brooklyn,40.71679,-73.940176,NEIGHBORHOOD WOMEN HDFC,,Affordable Housing,
134,Preservation,Brooklyn,40.717207,-73.939836,NEIGHBORHOOD WOMEN HDFC,,Affordable Housing,
135,Preservation,Brooklyn,40.717454,-73.939042,NEIGHBORHOOD WOMEN HDFC,,Affordable Housing,
136,Preservation,Brooklyn,40.717149,-73.938234,NEIGHBORHOOD WOMEN HDFC,,Affordable Housing,
137,New Construction,Brooklyn,40.672635,-73.951989,797 STERLING PLACE,,Affordable Housing,
138,New Construction,Brooklyn,40.695428,-73.926019,STAN GREEN APARTMENTS,,Affordable Housing,
139,New Construction,Brooklyn,40.695384000000004,-73.925943,STAN GREEN APARTMENTS,,Affordable Housing,
140,New Construction,Queens,,,CONFIDENTIAL,,Affordable Housing,
141,New Construction,Brooklyn,40.69585,-73.94502299999999,924 MYRTLE AVENUE APARTMENTS,,Affordable Housing,
142,New Construction,Brooklyn,40.689011,-73.981228,540 FULTON STREET,,Affordable Housing,
143,Preservation,Queens,40.736351,-73.851347,FOREST HILLS MHA HDFC.HRP.FY19,,Affordable Housing,
144,Preservation,Queens,40.736118,-73.849547,FOREST HILLS MHA HDFC.HRP.FY19,,Affordable Housing,
145,Preservation,Queens,40.736371999999996,-73.848731,FOREST HILLS MHA HDFC.HRP.FY19,,Affordable Housing,
146,New Construction,Queens,40.742717,-73.914775,50-11 QUEENS BLVD,,Affordable Housing,
147,Preservation,Manhattan,40.79631,-73.944059,ACACIA. 128 EAST 112TH ST. VIRGINIA HOUSE,,Affordable Housing,
148,Preservation,Bronx,,,CONFIDENTIAL,,Affordable Housing,
149,New Construction,Bronx,,,CONFIDENTIAL,,Affordable Housing,
150,New Construction,Queens,40.765093,-73.931472,21-34 BROADWAY APARTMENTS,,Affordable Housing,
151,New Construction,Manhattan,40.724496,-74.006029,111 VARICK STREET,,Affordable Housing,
152,New Construction,Bronx,,,CONFIDENTIAL,,Affordable Housing,
153,New Construction,Brooklyn,40.679992,-73.96310600000001,920 PACIFIC STREET APARTMENTS,,Affordable Housing,
154,Preservation,Brooklyn,40.705512,-73.947161,LINDSAY PARK.HRP.FY18,,Affordable Housing,
155,Preservation,Brooklyn,40.705676000000004,-73.945513,LINDSAY PARK.HRP.FY18,,Affordable Housing,
156,Preservation,Brooklyn,40.704699,-73.944525,LINDSAY PARK.HRP.FY18,,Affordable Housing,
157,Preservation,Brooklyn,40.706762,-73.949111,LINDSAY PARK.HRP.FY18,,Affordable Housing,
158,Preservation,Brooklyn,40.705359,-73.948755,LINDSAY PARK.HRP.FY18,,Affordable Housing,
159,Preservation,Brooklyn,40.70428,-73.946062,LINDSAY PARK.HRP.FY18,,Affordable Housing,
160,Preservation,Brooklyn,40.703513,-73.94511800000001,LINDSAY PARK.HRP.FY18,,Affordable Housing,
161,Preservation,Queens,,,CONFIDENTIAL,,Affordable Housing,
162,New Construction,Brooklyn,40.697835999999995,-73.909171,1530 PUTNAM AVENUE APARTMENTS,,Affordable Housing,
163,New Construction,Brooklyn,40.697856,-73.909149,1534 PUTNAM AVENUE APARTMENTS,,Affordable Housing,
164,Preservation,Bronx,40.843471,-73.891324,AQUINAS APARTMENTS LP.PLP.FY19,,Affordable Housing,
165,Preservation,Bronx,40.844428,-73.890513,AQUINAS APARTMENTS LP.PLP.FY19,,Affordable Housing,
166,Preservation,Bronx,40.844454999999996,-73.890491,AQUINAS APARTMENTS LP.PLP.FY19,,Affordable Housing,
167,Preservation,Bronx,40.846919,-73.892861,AQUINAS APARTMENTS LP.PLP.FY19,,Affordable Housing,
168,Preservation,Bronx,40.84463,-73.889562,AQUINAS APARTMENTS LP.PLP.FY19,,Affordable Housing,
169,Preservation,Bronx,40.844578000000006,-73.889453,AQUINAS APARTMENTS LP.PLP.FY19,,Affordable Housing,
170,New Construction,Manhattan,40.807259,-73.944288,56 WEST 125TH STREET,,Affordable Housing,
171,New Construction,Bronx,,,CONFIDENTIAL,,Affordable Housing,
172,New Construction,Staten Island,,,CONFIDENTIAL,,Affordable Housing,
173,New Construction,Queens,,,CONFIDENTIAL,,Affordable Housing,
174,New Construction,Queens,,,CONFIDENTIAL,,Affordable Housing,
175,New Construction,Bronx,,,CONFIDENTIAL,,Affordable Housing,
176,New Construction,Queens,40.749297999999996,-73.885165,37-49 81ST STREET CONDOMINIUMS,,Affordable Housing,
177,New Construction,Queens,,,CONFIDENTIAL,,Affordable Housing,
178,Preservation,Bronx,40.814583,-73.886487,FAILE700LLC.HRP.FY19,,Affordable Housing,
179,New Construction,Brooklyn,40.691538,-73.918003,522 EVERGREEN AVENUE APARTMENTS,,Affordable Housing,
180,New Construction,Brooklyn,40.633401,-73.944786,1605 NEW YORK AVENUE,,Affordable Housing,
181,New Construction,Brooklyn,40.702982,-73.91937800000001,305 STOCKHOLM STREET APARTMENTS,,Affordable Housing,
182,New Construction,Queens,40.753259,-73.93814,CRESCENT IRON HOUSE,,Affordable Housing,
183,New Construction,Brooklyn,40.719327,-73.946912,434 MANHATTAN AVENUE APARTMENTS,,Affordable Housing,
184,New Construction,Brooklyn,40.699490999999995,-73.911491,1552 MYRTLE AVENUE APARTMENTS,,Affordable Housing,
185,New Construction,Brooklyn,40.712811,-73.941128,70 BUSHWICK AVENUE APARTMENTS,,Affordable Housing,
186,New Construction,Brooklyn,40.578309000000004,-74.00023399999999,SEA RISE II – NEW BAY PARK,,Affordable Housing,
187,New Construction,Queens,,,CONFIDENTIAL,,Affordable Housing,
188,New Construction,Staten Island,,,CONFIDENTIAL,,Affordable Housing,
189,New Construction,Brooklyn,40.694802,-73.926211,18 STANHOPE STREET APARTMENTS,,Affordable Housing,
190,New Construction,Bronx,40.876776,-73.886771,DOE. 3188 VILLA AVE,,Affordable Housing,
191,New Construction,Bronx,40.852895000000004,-73.909328,2004 DAVIDSON AVENUE,,Affordable Housing,
192,New Construction,Brooklyn,40.612373999999996,-73.955083,1543 EAST 19TH STREET APARTMENTS,,Affordable Housing,
193,New Construction,Staten Island,,,CONFIDENTIAL,,Affordable Housing,
194,New Construction,Brooklyn,40.736647,-73.95466400000001,77 CLAY STREET APARTMENTS,,Affordable Housing,
195,New Construction,Brooklyn,40.693852,-73.925927,BUSHWICK AND EVERGREEN APARTMENTS,,Affordable Housing,
196,New Construction,Brooklyn,40.694752,-73.92483299999999,BUSHWICK AND EVERGREEN APARTMENTS,,Affordable Housing,
197,New Construction,Bronx,40.853348,-73.90891500000001,2028 DAVIDSON AVENUE,,Affordable Housing,
198,Preservation,Manhattan,40.761722,-73.98477700000001,AVALON MIDTOWN WEST,,Affordable Housing,
199,New Construction,Brooklyn,40.57482,-73.986829,RAVEN HALL TOWER,,Affordable Housing,
200,New Construction,Brooklyn,,,CONFIDENTIAL,,Affordable Housing,
201,New Construction,Brooklyn,40.660788000000004,-73.951417,287 MAPLE STREET APARTMENTS,,Affordable Housing,
202,New Construction,Brooklyn,40.660788000000004,-73.951417,289 MAPLE STREET APARTMENTS,,Affordable Housing,
203,Preservation,Brooklyn,,,CONFIDENTIAL,,Affordable Housing,
204,New Construction,Brooklyn,40.689359,-73.917912,1140 BUSHWICK AVENUE,,Affordable Housing,
205,New Construction,Brooklyn,40.698426,-73.92825500000001,115 SUYDAM STREET,,Affordable Housing,
206,New Construction,Brooklyn,40.677587,-73.927499,49 ROCHESTER AVENUE APARTMENTS,,Affordable Housing,
207,Preservation,Manhattan,40.847724,-73.93306700000001,NUEVA ERA APARTMENTS,,Affordable Housing,
208,Preservation,Manhattan,40.847778999999996,-73.93302800000001,NUEVA ERA APARTMENTS,,Affordable Housing,
209,Preservation,Manhattan,40.801776000000004,-73.953568,DESHLER APARTMENT,,Affordable Housing,
210,Preservation,Manhattan,40.801208,-73.95255,DESHLER APARTMENT,,Affordable Housing,
211,Preservation,Manhattan,40.801412,-73.962002,MORNINGSIDE APTS.HUDMF.FY19,,Affordable Housing,
212,New Construction,Brooklyn,40.698187,-73.922893,140 STANHOPE STREET APARTMENTS,,Affordable Housing,
213,New Construction,Brooklyn,40.636835,-73.945176,BRISA. 1488 NY AVE. BPHN SENIOR RESIDENCES,,Affordable Housing,
214,New Construction,Staten Island,,,CONFIDENTIAL,,Affordable Housing,
215,New Construction,Brooklyn,40.687987,-73.92223,847 MADISON STREET APARTMENTS,,Affordable Housing,
216,New Construction,Brooklyn,,,CONFIDENTIAL,,Affordable Housing,
217,New Construction,Brooklyn,40.713194,-73.944154,310 GRAHAM AVENUE APARTMENTS,,Affordable Housing,
218,New Construction,Brooklyn,40.579402,-73.96507,2954 BRIGHTON 3 STREET,,Affordable Housing,
219,Preservation,Brooklyn,40.701213,-73.94484200000001,41 WHIPPLE ST (LOS SURES PHASE 1),,Affordable Housing,
220,New Construction,Brooklyn,40.657725,-73.95226600000001,237 HAWTHORNE APARTMENTS,,Affordable Housing,
221,New Construction,Brooklyn,40.657728000000006,-73.95222,239 HAWTHORNE APARTMENTS,,Affordable Housing,
222,New Construction,Brooklyn,40.65546,-73.949298,"CLARK, THE",,Affordable Housing,
223,New Construction,Queens,40.743982,-73.925669,39-11 QUEENS BLVD,,Affordable Housing,
224,New Construction,Brooklyn,40.661615999999995,-73.995412,194 22 STREET,,Affordable Housing,
225,New Construction,Bronx,,,CONFIDENTIAL,,Affordable Housing,
226,New Construction,Brooklyn,,,CONFIDENTIAL,,Affordable Housing,
227,Preservation,Bronx,,,CONFIDENTIAL,,Affordable Housing,
228,Preservation,Manhattan,40.794384,-73.951027,LAKEVIEW APARTMENTS HDFC.HPO.FY19,,Affordable Housing,
229,Preservation,Manhattan,40.793853000000006,-73.950071,LAKEVIEW APARTMENTS HDFC.HPO.FY19,,Affordable Housing,
230,Preservation,Manhattan,40.794831,-73.950344,LAKEVIEW APARTMENTS HDFC.HPO.FY19,,Affordable Housing,
231,Preservation,Manhattan,40.794051,-73.94919300000001,LAKEVIEW APARTMENTS HDFC.HPO.FY19,,Affordable Housing,
232,Preservation,Manhattan,40.794965999999995,-73.936151,TRIPLE HDFC.HPO.FY19,,Affordable Housing,
233,Preservation,Manhattan,40.797408000000004,-73.934393,TRIPLE HDFC.HPO.FY19,,Affordable Housing,
234,Preservation,Manhattan,40.79053,-73.944284,TRIPLE HDFC.HPO.FY19,,Affordable Housing,
235,New Construction,Brooklyn,40.713688,-73.94425799999999,319 GRAHAM AVENUE APARTMENTS,,Affordable Housing,
236,New Construction,Queens,,,CONFIDENTIAL,,Affordable Housing,
237,New Construction,Brooklyn,40.672348,-73.890211,309 VAN SICLEN AVENUE,,Affordable Housing,
238,New Construction,Brooklyn,40.695485999999995,-73.948341,869 MYRTLE AVENUE,,Affordable Housing,
239,New Construction,Brooklyn,40.686026,-73.956663,376 FRANKLIN AVENUE APARTMENTS,,Affordable Housing,
240,Preservation,Queens,,,CONFIDENTIAL,,Affordable Housing,
241,New Construction,Staten Island,,,CONFIDENTIAL,,Affordable Housing,
242,New Construction,Bronx,40.828945000000004,-73.906759,3430 THIRD AVENUE,,Affordable Housing,
243,New Construction,Bronx,40.825340000000004,-73.894862,1081 TIFFANY STREET APARTMENTS,,Affordable Housing,
244,New Construction,Bronx,,,CONFIDENTIAL,,Affordable Housing,
245,New Construction,Brooklyn,40.673010999999995,-73.92635,1520 PROSPECT PLACE APARTMENTS,,Affordable Housing,
246,New Construction,Brooklyn,40.731093,-73.952499,209 KENT STREET APARTMENTS,,Affordable Housing,
247,New Construction,Bronx,40.815713,-73.906539,764 EAST 152ND STREET APARTMENTS,,Affordable Housing,
248,New Construction,Brooklyn,40.734626,-73.953048,216 FREEMAN STREET APARTMENTS,,Affordable Housing,
249,New Construction,Queens,40.747017,-73.89623399999999,69-17 38TH AVENUE APARTMENTS,,Affordable Housing,
250,New Construction,Brooklyn,40.660118,-73.93885,RUTLAND ROAD APARTMENTS,,Affordable Housing,
251,New Construction,Brooklyn,40.660143,-73.93849300000001,RUTLAND ROAD APARTMENTS,,Affordable Housing,
252,New Construction,Brooklyn,40.67892,-73.90968000000001,SOMERS APARTMENTS,,Affordable Housing,
253,New Construction,Brooklyn,40.678936,-73.90953499999999,SOMERS APARTMENTS,,Affordable Housing,
254,New Construction,Bronx,,,CONFIDENTIAL,,Affordable Housing,
255,New Construction,Brooklyn,40.730388,-73.959763,44 KENT STREET APARTMENTS,,Affordable Housing,
256,New Construction,Bronx,40.841961,-73.922484,1395 NELSON AVENUE APARTMENTS,,Affordable Housing,
257,New Construction,Queens,40.742253999999996,-73.95316899999999,10-44 JACKSON AVENUE APARTMENTS,,Affordable Housing,
258,New Construction,Brooklyn,,,CONFIDENTIAL,,Affordable Housing,
259,New Construction,Manhattan,40.817923,-73.94586899999999,303 WEST 137TH STREET APARTMENTS,,Affordable Housing,
260,New Construction,Queens,,,CONFIDENTIAL,,Affordable Housing,
261,New Construction,Bronx,,,CONFIDENTIAL,,Affordable Housing,
262,New Construction,Queens,40.74258,-73.917594,SUNNYSIDE POINT,,Affordable Housing,
263,New Construction,Bronx,40.819987,-73.89741,915 DAWSON STREET APARTMENTS,,Affordable Housing,
264,New Construction,Brooklyn,40.667721,-73.929506,1764 UNION STREET APARTMENTS,,Affordable Housing,
265,Preservation,Brooklyn,,,CONFIDENTIAL,,Affordable Housing,
266,New Construction,Brooklyn,40.684337,-73.908371,682 CHAUNCEY STREET APARTMENTS,,Affordable Housing,
